0	0	0
1	2796.74	1.961569542
2	2920.21	1.878632016
3	2900.53	1.891378472
4	2831.02	1.937817465
5	2850.86	1.924331605
6	2823.33	1.943095564
7	2905.96	1.887844292
8	0	0
9	0	0
10	0	0
11	0	0
12	0	0
13	0	0
14	0	0
15	0	0
16	2609.09	2.102648816
17	2779.84	1.973494877
18	2779.83	1.973501977
19	2754.31	1.991787417
20	2803.15	1.957083995
21	2835.61	1.934680721
22	2764.41	1.984510257
23	2710.5	2.023980815
24	2691.63	2.038170179
25	2821.2	1.944562597
26	2744.7	1.998761249
27	2803.62	1.956755908
28	2595.04	2.114032924
29	2685.56	2.042776925
30	2641.85	2.076575127
31	2730.04	2.009494366
32	2801.48	1.958250639
33	2665.59	2.05808095
34	2797.75	1.960861406
35	2772.1	1.979005086
36	2835.08	1.935042397
37	2661.7	2.061088778
38	2747.58	1.996666157
39	2752.53	1.993075461
40	2834.17	1.935663704
41	2544.38	2.156124478
42	2638.02	2.079589996
43	2720.85	2.016281677
44	2835.47	1.934776245
45	2837.34	1.933501096
46	2732.21	2.007898368
47	2753.51	1.992366107
48	2729.53	2.009869831
49	2787.95	1.967754085
50	2875.11	1.908100907
51	2961.37	1.852520962
52	2975.29	1.843853876
53	2787.58	1.968015268
54	2827.4	1.940298507
55	2987.14	1.836539298
56	2934.46	1.869509211
57	2975.42	1.843773316
58	2847.26	1.926764679
59	2931.69	1.871275612
60	2890.24	1.898112267
61	3202.01	1.713298834
62	2931.9	1.871141581
63	2938.35	1.86703422
64	2860.58	1.917792895
65	2954.11	1.857073704
66	2858.4	1.919255528
67	2862.49	1.916513245
68	2751.3	1.993966489
69	2859.53	1.918497096
70	2876.52	1.907165603
71	2553.13	2.148735082
72	2822.43	1.943715167
73	2671.31	2.05367404
74	2833.92	1.935834463
75	2833.8	1.935916437
76	2706.79	2.026754939
77	2689.62	2.03969334
78	2779.94	1.973423887
79	2700.92	2.031159753
80	2950.96	1.859056036
81	2847.6	1.926534626
82	2906.37	1.887577975
83	3107.47	1.765423319
84	3062.85	1.791142237
85	3080.11	1.78110522
86	3059.66	1.793009681
87	2946.13	1.862103845
88	3006.13	1.824937711
89	3002.5	1.827144047
90	2864.94	1.914874308
91	2824.28	1.942441968
92	3062.16	1.791545837
93	2782.09	1.971898824
94	2959.26	1.853841839
95	2966.8	1.849130376
96	2749.49	1.995279124
97	2904.06	1.889079427
98	2856.43	1.920579185
99	2697.16	2.033991309
100	2807.89	1.953780241
101	2950.3	1.859471918
102	2950.9	1.859093836
103	2816.67	1.947690003
104	2811.99	1.950931547
105	2795.26	1.962608129
106	2659.21	2.063018716
107	2794.47	1.963162961
108	2768.15	1.981829019
109	2929.5	1.872674518
110	2834.41	1.935499804
111	2792.28	1.96470268
112	2829.75	1.938687163
113	2848.89	1.925662275
114	2872.91	1.909562082
115	2832.64	1.936709218
116	2625.74	2.089315774
117	2734.16	2.006466337
118	2872.66	1.909728266
119	2609.99	2.101923762
120	2660.31	2.062165687
121	2707.33	2.026350685
122	2668.83	2.055582409
123	3047.96	1.799892387
124	2856.69	1.920404384
125	2990.58	1.834426767
126	2679.36	2.047503882
127	2815.34	1.948610115
128	0	0
129	0	0
130	0	0
131	0	0
132	0	0
133	0	0
134	0	0
135	0	0
136	0	0
137	0	0
138	0	0
139	0	0
140	0	0
141	0	0
142	0	0
143	0	0
